date,nasdaq,yahoo,split,div,rn,ry,ecart_r,ratio_prix,titre
2023-07-18,124.0,124.0,0.0,0.0,-0.031098609157680923,-0.03109863457210149,2.541442056802623e-08,1.0,PLD
2023-07-19,122.78,122.77999877929688,0.0,0.0,-0.0098387096774194,-0.009838719521799377,9.844379977863582e-09,0.9999999900578015,PLD
2023-07-20,123.76,123.76000213623048,0.0,0.0,0.007981755986317118,0.00798178340671929,-2.7420402171074443e-08,1.0000000172610737,PLD
2023-07-21,125.44,125.44000244140624,0.0,0.0,0.013574660633484115,0.01357466286503839,-2.2315542747008976e-09,1.000000019462741,PLD
2023-07-24,127.01,127.01000213623048,0.0,0.0,0.012515943877551061,0.01251594120111399,2.6764370719689623e-09,1.000000016819388,PLD
2023-07-25,127.1,127.0999984741211,0.0,0.0,0.0007086056216045744,0.0007085767764500872,2.8845154487200375e-08,0.9999999879946585,PLD
2023-07-26,129.28,129.27999877929688,0.0,0.0,0.01715184893784416,0.017151851544826346,-2.6069821856822273e-09,0.9999999905576801,PLD
2023-07-27,124.94,124.94000244140624,0.0,0.0,-0.03357054455445552,-0.03357051654447918,-2.8009976338339015e-08,1.0000000195406293,PLD
2023-07-28,123.65,123.6500015258789,0.0,0.0,-0.010324955978869843,-0.010324963104849538,7.12597969521056e-09,1.0000000123403066,PLD
2023-07-31,124.75,124.75,0.0,0.0,0.008896077638495647,0.00889606518840913,1.2450086517290515e-08,1.0,PLD
2023-08-01,124.18,124.18000030517578,0.0,0.0,-0.004569138276553031,-0.004569135830254312,-2.4462987191498087e-09,1.0000000024575275,PLD
2023-08-02,123.68,123.68000030517578,0.0,0.0,-0.004026413271058127,-0.004026413261163153,-9.89497372927417e-12,1.0000000024674627,PLD
2023-08-03,123.81,123.80999755859376,0.0,0.0,0.0010510996119017513,0.0010510774021443847,2.2209757366553617e-08,0.9999999802810254,PLD
2023-08-04,122.24,122.23999786376952,0.0,0.0,-0.012680720458767558,-0.012680718243946676,-2.214820882251445e-09,0.9999999825242926,PLD
2023-08-07,124.43,124.43000030517578,0.0,0.0,0.017915575916230386,0.01791559620155514,-2.028532475328859e-08,1.00000000245259,PLD
2023-08-08,123.42,123.41999816894533,0.0,0.0,-0.008117013581933619,-0.008117030730156127,1.7148222508645006e-08,0.999999985164036,PLD
2023-08-09,122.6,122.5999984741211,0.0,0.0,-0.006643979906012065,-0.006643977531921252,-2.3740908128289107e-09,0.9999999875540057,PLD
2023-08-10,122.16,122.16000366210938,0.0,0.0,-0.0035889070146818414,-0.0035888647429681564,-4.2271713684982615e-08,1.0000000299779745,PLD
2023-08-11,123.51,123.51000213623048,0.0,0.0,0.011051080550098291,0.011051067727986918,1.2822111372656764e-08,1.0000000172960124,PLD
2023-08-14,123.48,123.4800033569336,0.0,0.0,-0.00024289531212051685,-0.00024288542448414052,-9.887636376326725e-09,1.0000000271860512,PLD
2023-08-15,122.69,122.69000244140624,0.0,0.0,-0.006397797214123813,-0.006397804454570388,7.240446575629278e-09,1.0000000198989831,PLD
2023-08-16,121.85,121.8499984741211,0.0,0.0,-0.00684652375906758,-0.006846555958675671,3.2199608090976994e-08,0.9999999874773993,PLD
2023-08-17,120.2,120.1999969482422,0.0,0.0,-0.013541239228559654,-0.013541251920732078,1.269217242416687e-08,0.999999974611,PLD
2023-08-18,121.47,121.47000122070312,0.0,0.0,0.01056572379367715,0.010565759606531389,-3.581285423770453e-08,1.0000000100494206,PLD
